timestamp,service_name,cpu_usage_percent
2025-02-23 18:36:13.080000+00:00,exif-processor,0.0235289233139942
2025-02-23 18:35:13.080000+00:00,exif-processor,0.023179862182681615
2025-02-23 18:34:13.080000+00:00,exif-processor,0.020518723239200995
2025-02-23 18:33:13.080000+00:00,exif-processor,0.02119957886371271
2025-02-23 18:32:13.080000+00:00,exif-processor,0.05138484474767181
2025-02-23 18:31:13.080000+00:00,exif-processor,0.0
2025-02-23 18:31:13.080000+00:00,exif-processor,0.0
2025-02-23 18:30:13.080000+00:00,exif-processor,0.0
2025-02-23 18:29:13.080000+00:00,exif-processor,0.0
2025-02-23 18:28:13.080000+00:00,exif-processor,0.0
2025-02-23 18:27:13.080000+00:00,exif-processor,0.0
2025-02-23 18:26:13.080000+00:00,exif-processor,0.0
2025-02-23 18:25:13.080000+00:00,exif-processor,0.00533834100835992
2025-02-23 18:24:13.080000+00:00,exif-processor,0.00580329508446505
2025-02-23 18:23:13.080000+00:00,exif-processor,0.005514266209545833
2025-02-23 18:36:13.080000+00:00,format-converter,0.022717054822247812
2025-02-23 18:35:13.080000+00:00,format-converter,0.020888789723161424
2025-02-23 18:34:13.080000+00:00,format-converter,0.02419896952145264
2025-02-23 18:33:13.080000+00:00,format-converter,0.020751995473740868
2025-02-23 18:32:13.080000+00:00,format-converter,0.05505881265069156
2025-02-23 18:30:13.080000+00:00,format-converter,0.0
2025-02-23 18:29:13.080000+00:00,format-converter,0.0
2025-02-23 18:28:13.080000+00:00,format-converter,0.0
2025-02-23 18:27:13.080000+00:00,format-converter,0.0
2025-02-23 18:26:13.080000+00:00,format-converter,0.0
2025-02-23 18:25:13.080000+00:00,format-converter,0.005733729788366898
2025-02-23 18:24:13.080000+00:00,format-converter,0.005413442146223323
2025-02-23 18:23:13.080000+00:00,format-converter,0.005439166253745705
2025-02-23 18:36:13.080000+00:00,input-handler,0.04015576905735626
2025-02-23 18:35:13.080000+00:00,input-handler,0.04150359341230233
2025-02-23 18:34:13.080000+00:00,input-handler,0.04073992277058569
2025-02-23 18:33:13.080000+00:00,input-handler,0.06869130565197973
2025-02-23 18:32:13.080000+00:00,input-handler,0.052929859730834986
2025-02-23 18:31:13.080000+00:00,input-handler,0.0
2025-02-23 18:30:13.080000+00:00,input-handler,0.0
2025-02-23 18:29:13.080000+00:00,input-handler,0.0
2025-02-23 18:28:13.080000+00:00,input-handler,0.0
2025-02-23 18:27:13.080000+00:00,input-handler,0.0
2025-02-23 18:26:13.080000+00:00,input-handler,0.01254066046510982
2025-02-23 18:25:13.080000+00:00,input-handler,0.011708463085904619
2025-02-23 18:24:13.080000+00:00,input-handler,0.012736642644353188
2025-02-23 18:23:13.080000+00:00,input-handler,0.012658944026356261
2025-02-23 18:36:13.080000+00:00,metadata-extractor,0.023357990529765782
2025-02-23 18:35:13.080000+00:00,metadata-extractor,0.019241546064462035
2025-02-23 18:34:13.080000+00:00,metadata-extractor,0.06123715021292547
2025-02-23 18:33:13.080000+00:00,metadata-extractor,0.02276136454281044
2025-02-23 18:32:13.080000+00:00,metadata-extractor,0.06354613852168176
2025-02-23 18:31:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:31:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:30:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:29:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:28:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:27:13.080000+00:00,metadata-extractor,0.0
2025-02-23 18:26:13.080000+00:00,metadata-extractor,0.007061254586552236
2025-02-23 18:25:13.080000+00:00,metadata-extractor,0.010547573231978266
2025-02-23 18:24:13.080000+00:00,metadata-extractor,0.01128240028537713
2025-02-23 18:23:13.080000+00:00,metadata-extractor,0.011358890877105569
2025-02-23 18:36:13.080000+00:00,rgb-channel-separator,0.30275772780974197
2025-02-23 18:35:13.080000+00:00,rgb-channel-separator,0.21484144918991976
2025-02-23 18:34:13.080000+00:00,rgb-channel-separator,0.23426240549492638
2025-02-23 18:33:13.080000+00:00,rgb-channel-separator,0.40878659859673655
2025-02-23 18:32:13.080000+00:00,rgb-channel-separator,0.29488725345506556
2025-02-23 18:31:13.080000+00:00,rgb-channel-separator,0.0
2025-02-23 18:30:13.080000+00:00,rgb-channel-separator,0.0
2025-02-23 18:29:13.080000+00:00,rgb-channel-separator,0.0
2025-02-23 18:28:13.080000+00:00,rgb-channel-separator,0.0
2025-02-23 18:27:13.080000+00:00,rgb-channel-separator,0.0
2025-02-23 18:26:13.080000+00:00,rgb-channel-separator,0.006793956055414552
2025-02-23 18:25:13.080000+00:00,rgb-channel-separator,0.006350485848987667
2025-02-23 18:24:13.080000+00:00,rgb-channel-separator,0.0067075666615460565
2025-02-23 18:23:13.080000+00:00,rgb-channel-separator,0.006464991655445335
2025-02-23 18:36:13.080000+00:00,thumbnail-generator,0.024649525683210424
2025-02-23 18:35:13.080000+00:00,thumbnail-generator,0.021642624798538734
2025-02-23 18:34:13.080000+00:00,thumbnail-generator,0.023610422329101127
2025-02-23 18:33:13.080000+00:00,thumbnail-generator,0.02103025283462918
2025-02-23 18:32:13.080000+00:00,thumbnail-generator,0.056883962736954286
2025-02-23 18:30:13.080000+00:00,thumbnail-generator,0.0
2025-02-23 18:29:13.080000+00:00,thumbnail-generator,0.0
2025-02-23 18:28:13.080000+00:00,thumbnail-generator,0.0
2025-02-23 18:27:13.080000+00:00,thumbnail-generator,0.0
2025-02-23 18:26:13.080000+00:00,thumbnail-generator,0.0
2025-02-23 18:25:13.080000+00:00,thumbnail-generator,0.005602077535412642
2025-02-23 18:24:13.080000+00:00,thumbnail-generator,0.005162766449390993
2025-02-23 18:23:13.080000+00:00,thumbnail-generator,0.0052330870166011016
